,
Group,SIZE
TB,10.00-20
,10.00R20
,11.00-20
,11.00R20
,11R22.5
,12.00-24
,12.00R20
,12.00R24
,225/80R22.5
,235/80R22.5
,275/70R22.5
,295/80R22.5
,315/80R22.5
,325/95R24
,9.00-20
,9.00R20
LT,215/75R17.5
,235/75R17.5
,7.00-14
,7.00-16
,7.50-14
,7.50-15
,7.50-16
,7.50R15
,7.50R16
,8.25-16
,8.25R16
,9.5R17.5
